rel_path,filename,page_count,pc1,pc2
Claires/778_AffidavitDeclaration_of_Service_re_Twenty-Sixth_Notice_of_Rejection_of_Certain_Executory_Contracts.pdf,778_AffidavitDeclaration_of_Service_re_Twenty-Sixth_Notice_of_Rejection_of_Certain_Executory_Contracts.pdf,20,-0.3024514615535736,-0.30145177245140076
Claires/77_Notice_of_Appearance._Filed_by_Bexar_County_City_of_El_Paso_City_of_Eagle_Pass_Eagle_Pass_ISD..pdf,77_Notice_of_Appearance._Filed_by_Bexar_County_City_of_El_Paso_City_of_Eagle_Pass_Eagle_Pass_ISD..pdf,1,-0.3046749234199524,-0.3181714415550232
Claires/780_Reservation_of_Rights_of_MerchSource_LLC_Regarding_Exercise_of_Retained_Rights_Under_Rejected.pdf,780_Reservation_of_Rights_of_MerchSource_LLC_Regarding_Exercise_of_Retained_Rights_Under_Rejected.pdf,6,-0.3533327877521515,-0.3100782334804535
Claires/781_AffidavitDeclaration_of_Service_re_Eighth_Notice_of_Designation_of_Certain_Executory_Contracts.pdf,781_AffidavitDeclaration_of_Service_re_Eighth_Notice_of_Designation_of_Certain_Executory_Contracts.pdf,44,-0.3389318585395813,-0.3311567008495331
Claires/782_Certificate_of_No_Objection_Regarding_Twenty-Third_Notice_of_Rejection_of_Certain_Executory.pdf,782_Certificate_of_No_Objection_Regarding_Twenty-Third_Notice_of_Rejection_of_Certain_Executory.pdf,12,-0.31342050433158875,-0.35815131664276123
Claires/783_Certificate_of_No_Objection_Regarding_Twenty-Fourth_Notice_of_Rejection_of_Certain_Executory.pdf,783_Certificate_of_No_Objection_Regarding_Twenty-Fourth_Notice_of_Rejection_of_Certain_Executory.pdf,12,-0.3125608563423157,-0.3576621413230896
Claires/784_Certificate_of_No_Objection_Regarding_Twenty-Fifth_Notice_of_Rejection_of_Certain_Executory.pdf,784_Certificate_of_No_Objection_Regarding_Twenty-Fifth_Notice_of_Rejection_of_Certain_Executory.pdf,10,-0.33327558636665344,-0.3536338210105896
Claires/785_Certificate_of_Service_(related_document(s)757_758_759_760_761_762_763_764_765_766_767_768_769_770).pdf,785_Certificate_of_Service_(related_document(s)757_758_759_760_761_762_763_764_765_766_767_768_769_770).pdf,1,-0.21801795065402985,-0.2776651084423065
Claires/786_AffidavitDeclaration_of_Service_re_Second_Monthly_Application_of_Richards_Layton_&_Finger_P.A._for.pdf,786_AffidavitDeclaration_of_Service_re_Second_Monthly_Application_of_Richards_Layton_&_Finger_P.A._for.pdf,10,-0.2422763556241989,-0.24161818623542786
Claires/787_Order_Approving_Twenty-Third_Notice_of_Rejection_of_Certain_Executory_Contracts_andor_Unexpired.pdf,787_Order_Approving_Twenty-Third_Notice_of_Rejection_of_Certain_Executory_Contracts_andor_Unexpired.pdf,9,-0.27307605743408203,-0.35055050253868103
Claires/788_Order_Approving_Twenty-Fourth_Notice_of_Rejection_of_Certain_Executory_Contracts_andor_Unexpired.pdf,788_Order_Approving_Twenty-Fourth_Notice_of_Rejection_of_Certain_Executory_Contracts_andor_Unexpired.pdf,9,-0.27377766370773315,-0.3454556465148926
Claires/789_Order_Approving_Twenty-Fifth_Notice_of_Rejection_of_Certain_Executory_Contracts_andor_Unexpired.pdf,789_Order_Approving_Twenty-Fifth_Notice_of_Rejection_of_Certain_Executory_Contracts_andor_Unexpired.pdf,7,-0.2907959222793579,-0.34332865476608276
Claires/78_Order_Approving_Motion_for_Admission_pro_hac_vice_of_Gabriel_I._Glazer_(Related_Doc_#_[73])_Order.pdf,78_Order_Approving_Motion_for_Admission_pro_hac_vice_of_Gabriel_I._Glazer_(Related_Doc_#_[73])_Order.pdf,1,-0.32333773374557495,-0.24169421195983887
Claires/790_AffidavitDeclaration_of_Service_re_Twenty-Seventh_Notice_of_Rejection_of_Certain_Executory.pdf,790_AffidavitDeclaration_of_Service_re_Twenty-Seventh_Notice_of_Rejection_of_Certain_Executory.pdf,20,-0.35156211256980896,-0.30572643876075745
Claires/791_AffidavitDeclaration_of_Service_re_Findings_of_Fact_Conclusions_of_Law_and_Order_Approving_the.pdf,791_AffidavitDeclaration_of_Service_re_Findings_of_Fact_Conclusions_of_Law_and_Order_Approving_the.pdf,20,-0.3560546338558197,-0.30747610330581665
Claires/792_Objection_of_5Rivers_CRE_LLC_Brixmor_Property_Group_Brookfield_Properties_Retail_Inc._Hines_Global.pdf,792_Objection_of_5Rivers_CRE_LLC_Brixmor_Property_Group_Brookfield_Properties_Retail_Inc._Hines_Global.pdf,26,-0.25731363892555237,-0.36835184693336487
Claires/793_AffidavitDeclaration_of_Service_re_Notice_of_Filing_of_Revised_Confirmation_Order_[Docket_No._729]..pdf,793_AffidavitDeclaration_of_Service_re_Notice_of_Filing_of_Revised_Confirmation_Order_[Docket_No._729]..pdf,21,-0.35250067710876465,-0.3125576674938202
Claires/794_AffidavitDeclaration_of_Service_Second_Monthly_Fee_Statement_of_Services_Rendered_and_Expenses.pdf,794_AffidavitDeclaration_of_Service_Second_Monthly_Fee_Statement_of_Services_Rendered_and_Expenses.pdf,10,-0.24118094146251678,-0.23812763392925262
Claires/795_Withdrawal_of_Claim_#405_filed_in_Case_25-11458_by_Miromar_Outlet_West_LLC_in_the_amount_of_$10.pdf,795_Withdrawal_of_Claim_#405_filed_in_Case_25-11458_by_Miromar_Outlet_West_LLC_in_the_amount_of_$10.pdf,1,-0.30029553174972534,-0.25832700729370117
Claires/796_Withdrawal_of_Claim_#1_filed_in_Case_25-11457_by_Global_Response_in_the_amount_of_$132_041.77..pdf,796_Withdrawal_of_Claim_#1_filed_in_Case_25-11457_by_Global_Response_in_the_amount_of_$132_041.77..pdf,1,-0.23368336260318756,-0.2824804186820984
Claires/797_Plan_Supplement(Notice_of_Filing_of_Fourth_Plan_Supplement)_(related_document(s)185_408_429_618_629.pdf,797_Plan_Supplement(Notice_of_Filing_of_Fourth_Plan_Supplement)_(related_document(s)185_408_429_618_629.pdf,68,-0.23084400594234467,-0.4037918746471405
Claires/798_Certificate_of_No_Objection_Regarding_Twenty-Sixth_Notice_of_Rejection_of_Certain_Executory.pdf,798_Certificate_of_No_Objection_Regarding_Twenty-Sixth_Notice_of_Rejection_of_Certain_Executory.pdf,10,-0.33125537633895874,-0.3554249703884125
Claires/799_Notice_of_Assumption_of_LeaseExecutory_Contract_(Seventeenth_Notice_of_Designation_of_Certain.pdf,799_Notice_of_Assumption_of_LeaseExecutory_Contract_(Seventeenth_Notice_of_Designation_of_Certain.pdf,8,0.1313701868057251,0.1919601708650589
Claires/79_Order_Granting_Motion_For_Joint_Administration._Order_Signed_on_872025._(JMW).pdf,79_Order_Granting_Motion_For_Joint_Administration._Order_Signed_on_872025._(JMW).pdf,6,-0.3061924874782562,-0.3586856424808502
Claires/7_Motion_Prohibiting_Utilities_from_Discontinuing_Service_(Motion_of_Debtors_for_Entry_of_Interim_and.pdf,7_Motion_Prohibiting_Utilities_from_Discontinuing_Service_(Motion_of_Debtors_for_Entry_of_Interim_and.pdf,75,-0.1532783955335617,-0.2958509027957916
Claires/7ed87266-a9fa-436d-9446-d0f19a2fc9e2_Claires_Notice_of_Sale_Hearing.pdf,7ed87266-a9fa-436d-9446-d0f19a2fc9e2_Claires_Notice_of_Sale_Hearing.pdf,3,-0.33763405680656433,-0.30896008014678955
Claires/800_Notice_of_Assumption_of_LeaseExecutory_Contract_(Eighteenth_Notice_of_Designation_of_Certain.pdf,800_Notice_of_Assumption_of_LeaseExecutory_Contract_(Eighteenth_Notice_of_Designation_of_Certain.pdf,8,-0.25900691747665405,-0.37288138270378113
Claires/801_Notice_of_Assumption_of_LeaseExecutory_Contract_(Nineteenth_Notice_of_Designation_of_Certain.pdf,801_Notice_of_Assumption_of_LeaseExecutory_Contract_(Nineteenth_Notice_of_Designation_of_Certain.pdf,7,-0.2699925899505615,-0.3775148391723633
Claires/802_Notice_of_Assumption_of_LeaseExecutory_Contract_(Twentieth_Notice_of_Designation_of_Certain.pdf,802_Notice_of_Assumption_of_LeaseExecutory_Contract_(Twentieth_Notice_of_Designation_of_Certain.pdf,5,-0.3001224994659424,-0.36628830432891846
Claires/803_Notice_of_Assumption_of_LeaseExecutory_Contract_(Notice_of_Further_Amendment_to_Contract_Schedule.pdf,803_Notice_of_Assumption_of_LeaseExecutory_Contract_(Notice_of_Further_Amendment_to_Contract_Schedule.pdf,13,-0.2285405397415161,-0.3959657847881317
Claires/804_Notice_of_Assumption_of_LeaseExecutory_Contract_(Notice_of_Further_Amendment_to_Contract_Schedule.pdf,804_Notice_of_Assumption_of_LeaseExecutory_Contract_(Notice_of_Further_Amendment_to_Contract_Schedule.pdf,11,-0.24374909698963165,-0.39389750361442566
Claires/805_Notice_of_Effective_Date_(Notice_of_(I)_Entry_of_Confirmation_Order_(II)_Occurrence_of_Effective.pdf,805_Notice_of_Effective_Date_(Notice_of_(I)_Entry_of_Confirmation_Order_(II)_Occurrence_of_Effective.pdf,3,-0.31604284048080444,-0.3553239107131958
Claires/806_Amended_Notice_of_Appearance._Filed_by_Harris_Co_ID_#01._(Grundemeier_Tara)_(Entered_11112025).pdf,806_Amended_Notice_of_Appearance._Filed_by_Harris_Co_ID_#01._(Grundemeier_Tara)_(Entered_11112025).pdf,1,-0.28953930735588074,-0.3317496180534363
Claires/807_Order_Approving_Twenty-Sixth_Notice_of_Rejection_of_Certain_Executory_Contracts_andor_Unexpired.pdf,807_Order_Approving_Twenty-Sixth_Notice_of_Rejection_of_Certain_Executory_Contracts_andor_Unexpired.pdf,7,-0.28690680861473083,-0.3471144139766693
Claires/808_Notice_of_Withdrawal_of_CBL's_Limited_Objection_to_Debtors'_Notice_of_Potential_Assumption_or.pdf,808_Notice_of_Withdrawal_of_CBL's_Limited_Objection_to_Debtors'_Notice_of_Potential_Assumption_or.pdf,3,-0.3401433527469635,-0.32704398036003113
Claires/809_Certificate_of_No_Objection_-_No_Order_Required_Regarding_First_Monthly_Fee_Statement_of_Houlihan.pdf,809_Certificate_of_No_Objection_-_No_Order_Required_Regarding_First_Monthly_Fee_Statement_of_Houlihan.pdf,4,-0.28941553831100464,-0.29528242349624634
Claires/80_Interim_Order_Approving_Motion_to_Pay_Employee_Wages._(Related_Doc_#_[4])_Order_Signed_on_872025..pdf,80_Interim_Order_Approving_Motion_to_Pay_Employee_Wages._(Related_Doc_#_[4])_Order_Signed_on_872025..pdf,7,-0.26163607835769653,-0.33600014448165894
Claires/810_Notice_of_Withdrawal_of_(I)_Cypress_Flagstaff_Mall_LPs_Objection_to_Debtors_Notice_of_Potential.pdf,810_Notice_of_Withdrawal_of_(I)_Cypress_Flagstaff_Mall_LPs_Objection_to_Debtors_Notice_of_Potential.pdf,2,-0.3420068323612213,-0.2904805839061737
Claires/811_Notice_of_Withdrawal_of_Objection_of_Azalea_Shopping_Center_LLC_and_PT-USRIF_Meridian_LLC_to.pdf,811_Notice_of_Withdrawal_of_Objection_of_Azalea_Shopping_Center_LLC_and_PT-USRIF_Meridian_LLC_to.pdf,2,-0.34806132316589355,-0.3343558609485626
Claires/812_Certificate_of_No_Objection_-_No_Order_Required_Regarding_First_Monthly_Fee_Application_of_Kirkland.pdf,812_Certificate_of_No_Objection_-_No_Order_Required_Regarding_First_Monthly_Fee_Application_of_Kirkland.pdf,4,-0.315913587808609,-0.2722921073436737
Claires/813_Certificate_of_No_Objection_-_No_Order_Required_-_Regarding_First_Monthly_Fee_Application_of.pdf,813_Certificate_of_No_Objection_-_No_Order_Required_-_Regarding_First_Monthly_Fee_Application_of.pdf,3,-0.3203413486480713,-0.31078147888183594
Claires/814_Certificate_of_No_Objection_-_No_Order_Required_-_Regarding_First_Combined_Monthly_Fee_Application.pdf,814_Certificate_of_No_Objection_-_No_Order_Required_-_Regarding_First_Combined_Monthly_Fee_Application.pdf,3,-0.3291451036930084,-0.3101719319820404
Claires/815_Withdrawal_of_Claim_#410_filed_in_case_25-11458_by_Miromar_Outlet_West_LLC_in_the_amount_of_$85.pdf,815_Withdrawal_of_Claim_#410_filed_in_case_25-11458_by_Miromar_Outlet_West_LLC_in_the_amount_of_$85.pdf,1,-0.23431646823883057,-0.3046177327632904
Claires/816_Withdrawal_of_Claim_#152_Filed_in_Case_25-11454_By_Insight_Direct_USA_Inc._in_the_Amount_Of_$103.pdf,816_Withdrawal_of_Claim_#152_Filed_in_Case_25-11454_By_Insight_Direct_USA_Inc._in_the_Amount_Of_$103.pdf,1,-0.28806206583976746,-0.24153190851211548
Claires/817_AffidavitDeclaration_of_Service_Twenty-Third_Order_Approving_the_Rejection_of_Certain_Executory.pdf,817_AffidavitDeclaration_of_Service_Twenty-Third_Order_Approving_the_Rejection_of_Certain_Executory.pdf,26,-0.3144565224647522,-0.29987579584121704
Claires/818_AffidavitDeclaration_of_Service_Fourth_Plan_Supplement_for_the_First_Amended_Joint_Chapter_11_Plan.pdf,818_AffidavitDeclaration_of_Service_Fourth_Plan_Supplement_for_the_First_Amended_Joint_Chapter_11_Plan.pdf,20,-0.2998408079147339,-0.29981061816215515
Claires/819_AffidavitDeclaration_of_Service_Seventeenth_Notice_of_Designation_of_Certain_Executory_Contracts.pdf,819_AffidavitDeclaration_of_Service_Seventeenth_Notice_of_Designation_of_Certain_Executory_Contracts.pdf,19,-0.2955876290798187,-0.3024682402610779
Claires/81_Interim_Order_(I)_Authorizing_the_Debtors_to_Pay_Prepetition_Claims_of_Certain_(A)_Critical_Vendors.pdf,81_Interim_Order_(I)_Authorizing_the_Debtors_to_Pay_Prepetition_Claims_of_Certain_(A)_Critical_Vendors.pdf,16,-0.2826054096221924,-0.3767423629760742
Claires/820_AffidavitDeclaration_of_Service_Notice_of_(I)_Entry_of_Confirmation_Order_(II)_Occurrence_of.pdf,820_AffidavitDeclaration_of_Service_Notice_of_(I)_Entry_of_Confirmation_Order_(II)_Occurrence_of.pdf,343,-0.23952917754650116,-0.29388171434402466
Claires/821_AffidavitDeclaration_of_Service_Seventeenth_Notice_of_Designation_of_Certain_Executory_Contracts.pdf,821_AffidavitDeclaration_of_Service_Seventeenth_Notice_of_Designation_of_Certain_Executory_Contracts.pdf,10,-0.22477972507476807,-0.22636951506137848
Claires/822_AffidavitDeclaration_of_Service_Eighteenth_Notice_of_Designation_of_Certain_Executory_Contracts.pdf,822_AffidavitDeclaration_of_Service_Eighteenth_Notice_of_Designation_of_Certain_Executory_Contracts.pdf,10,-0.23118354380130768,-0.22595639526844025
Claires/823_AffidavitDeclaration_of_Service_Notice_of_Further_Amendment_to_Contract_Schedule_Regarding_Eleventh.pdf,823_AffidavitDeclaration_of_Service_Notice_of_Further_Amendment_to_Contract_Schedule_Regarding_Eleventh.pdf,10,-0.23470479249954224,-0.2378000020980835
Claires/824_AffidavitDeclaration_of_Service_Notice_of_Further_Amendment_to_Contract_Schedule_Regarding.pdf,824_AffidavitDeclaration_of_Service_Notice_of_Further_Amendment_to_Contract_Schedule_Regarding.pdf,10,-0.250082790851593,-0.2077120691537857
Claires/825_AffidavitDeclaration_of_Service_Twenty-Sixth_Order_Approving_the_Rejection_of_Certain_Executory.pdf,825_AffidavitDeclaration_of_Service_Twenty-Sixth_Order_Approving_the_Rejection_of_Certain_Executory.pdf,20,-0.29859820008277893,-0.30430224537849426
Claires/826_AffidavitDeclaration_of_Service_re_Notice_of_Amendment_to_Contract_Schedule_Regarding_Eighth_Notice.pdf,826_AffidavitDeclaration_of_Service_re_Notice_of_Amendment_to_Contract_Schedule_Regarding_Eighth_Notice.pdf,35,-0.34493228793144226,-0.3272107243537903
Claires/827_AffidavitDeclaration_of_Service_(Supplemental)_re_Nineteenth_Notice_of_Designation_of_Certain.pdf,827_AffidavitDeclaration_of_Service_(Supplemental)_re_Nineteenth_Notice_of_Designation_of_Certain.pdf,3,-0.33771947026252747,-0.2708517014980316
Claires/828_AffidavitDeclaration_of_Service_(Supplemental)_re_Twentieth_Notice_of_Designation_of_Certain.pdf,828_AffidavitDeclaration_of_Service_(Supplemental)_re_Twentieth_Notice_of_Designation_of_Certain.pdf,3,-0.3510735034942627,-0.27810266613960266
Claires/829_Withdrawal_of_Claim_#646_filed_in_Case_25-11458_by_Louisiana_Department_of_Revenue_in_the_amount_of.pdf,829_Withdrawal_of_Claim_#646_filed_in_Case_25-11458_by_Louisiana_Department_of_Revenue_in_the_amount_of.pdf,1,-0.29189053177833557,-0.23529787361621857
Claires/82_Interim_Order_(I)_Authorizing_the_Debtors_to_Use_Cash_Collateral_(II)_Granting_Adequate_Protection.pdf,82_Interim_Order_(I)_Authorizing_the_Debtors_to_Use_Cash_Collateral_(II)_Granting_Adequate_Protection.pdf,73,-0.25029364228248596,-0.36894088983535767
Claires/830_Notice_of_Withdrawal_of_OBJECTION_OF_PREIT_SERVICES_LLC_AS_AGENT_FOR_WG_PARK_L.P_TO_DEBTORS_NOTICE.pdf,830_Notice_of_Withdrawal_of_OBJECTION_OF_PREIT_SERVICES_LLC_AS_AGENT_FOR_WG_PARK_L.P_TO_DEBTORS_NOTICE.pdf,1,-0.26929110288619995,-0.2997233271598816
Claires/831_Withdrawal_of_Claim_#157_filed_in_Case_25-11454_by_Songtao_Hu_in_the_amount_of_$338_750.13._Filed.pdf,831_Withdrawal_of_Claim_#157_filed_in_Case_25-11454_by_Songtao_Hu_in_the_amount_of_$338_750.13._Filed.pdf,1,-0.29639822244644165,-0.24199238419532776
Claires/832_Monthly_Application_for_Compensation_(Second)_of_Cole_Schotz_P.C._Co-Counsel_to_the_Official.pdf,832_Monthly_Application_for_Compensation_(Second)_of_Cole_Schotz_P.C._Co-Counsel_to_the_Official.pdf,38,-0.25594761967658997,-0.30325472354888916
Claires/833_Withdrawal_of_Claim_#117_filed_in_Case_25-11454_by_CPS_Energy_in_the_amount_of_$507.77._Filed_by.pdf,833_Withdrawal_of_Claim_#117_filed_in_Case_25-11454_by_CPS_Energy_in_the_amount_of_$507.77._Filed_by.pdf,1,-0.158583864569664,-0.26158657670021057
Claires/834_Notice_of_Withdrawal_of_Objection_of_RCM_St._George_Properties_LLC_to_Debtors'_Notice_of_Potential.pdf,834_Notice_of_Withdrawal_of_Objection_of_RCM_St._George_Properties_LLC_to_Debtors'_Notice_of_Potential.pdf,2,-0.35023218393325806,-0.3199707865715027
Claires/835_Certificate_of_No_Objection_-_No_Order_Required_Regarding_Second_Monthly_Fee_Statement_of_Services.pdf,835_Certificate_of_No_Objection_-_No_Order_Required_Regarding_Second_Monthly_Fee_Statement_of_Services.pdf,4,-0.2901545464992523,-0.28542882204055786
Claires/836_Certificate_of_No_Objection_-_No_Order_Required_-_Regarding_First_Monthly_Fee_Application_of.pdf,836_Certificate_of_No_Objection_-_No_Order_Required_-_Regarding_First_Monthly_Fee_Application_of.pdf,3,-0.3102782666683197,-0.3169810175895691
Claires/837_Application_for_Compensation_Third_Monthly_Application_of_Richards_Layton_&_Finger_P.A._for.pdf,837_Application_for_Compensation_Third_Monthly_Application_of_Richards_Layton_&_Finger_P.A._for.pdf,56,-0.24320578575134277,-0.2682322859764099
Claires/838_Application_for_Compensation_First_Monthly_Fee_Statement_of_Katten_Muchin_Rosenman_LLP_as_Counsel.pdf,838_Application_for_Compensation_First_Monthly_Fee_Statement_of_Katten_Muchin_Rosenman_LLP_as_Counsel.pdf,53,-0.24942727386951447,-0.2987111806869507
Claires/839_Application_for_Compensation_Second_Monthly_Fee_Statement_of_Katten_Muchin_Rosenman_LLP_as_Counsel.pdf,839_Application_for_Compensation_Second_Monthly_Fee_Statement_of_Katten_Muchin_Rosenman_LLP_as_Counsel.pdf,42,-0.26156437397003174,-0.30803585052490234
Claires/83_Interim_Order_(I)_Authorizing_the_Debtors_to_(A)_Continue_to_Operate_the_Cash_Management_System_(B).pdf,83_Interim_Order_(I)_Authorizing_the_Debtors_to_(A)_Continue_to_Operate_the_Cash_Management_System_(B).pdf,24,-0.24009296298027039,-0.3960707187652588
Claires/840_Application_for_Compensation_Third_Monthly_Fee_Statement_of_Katten_Muchin_Rosenman_LLP_as_Counsel.pdf,840_Application_for_Compensation_Third_Monthly_Fee_Statement_of_Katten_Muchin_Rosenman_LLP_as_Counsel.pdf,36,-0.27006345987319946,-0.31361672282218933
Claires/841_Chapter_11_Monthly_Operating_Report_for_the_Month_Ending_10312025_Filed_by_Claire's_Holdings_LLC..pdf,841_Chapter_11_Monthly_Operating_Report_for_the_Month_Ending_10312025_Filed_by_Claire's_Holdings_LLC..pdf,21,-0.19728431105613708,-0.3552967309951782
Claires/842_Chapter_11_Monthly_Operating_Report_for_Case_Number_25-11455_for_the_Month_Ending_10312025_Filed_by.pdf,842_Chapter_11_Monthly_Operating_Report_for_Case_Number_25-11455_for_the_Month_Ending_10312025_Filed_by.pdf,21,-0.1789499819278717,-0.32125380635261536
Claires/843_Chapter_11_Monthly_Operating_Report_for_Case_Number_25-11456_for_the_Month_Ending_10312025_Filed_by.pdf,843_Chapter_11_Monthly_Operating_Report_for_Case_Number_25-11456_for_the_Month_Ending_10312025_Filed_by.pdf,21,-0.17895452678203583,-0.3287851810455322
Claires/844_Chapter_11_Monthly_Operating_Report_for_Case_Number_25-11457_for_the_Month_Ending_10312025_Filed_by.pdf,844_Chapter_11_Monthly_Operating_Report_for_Case_Number_25-11457_for_the_Month_Ending_10312025_Filed_by.pdf,21,-0.2006656676530838,-0.35148870944976807
Claires/845_Chapter_11_Monthly_Operating_Report_for_Case_Number_25-11458_for_the_Month_Ending_10312025_Filed_by.pdf,845_Chapter_11_Monthly_Operating_Report_for_Case_Number_25-11458_for_the_Month_Ending_10312025_Filed_by.pdf,21,-0.19787012040615082,-0.3549891710281372
Claires/846_Chapter_11_Monthly_Operating_Report_for_Case_Number_25-11459_for_the_Month_Ending_10312025_Filed_by.pdf,846_Chapter_11_Monthly_Operating_Report_for_Case_Number_25-11459_for_the_Month_Ending_10312025_Filed_by.pdf,21,-0.18990561366081238,-0.3455061912536621
Claires/847_Chapter_11_Monthly_Operating_Report_for_Case_Number_25-11460_for_the_Month_Ending_10312025_Filed_by.pdf,847_Chapter_11_Monthly_Operating_Report_for_Case_Number_25-11460_for_the_Month_Ending_10312025_Filed_by.pdf,21,-0.2090548425912857,-0.34388279914855957
Claires/848_Chapter_11_Monthly_Operating_Report_for_Case_Number_25-11461_for_the_Month_Ending_10312025_Filed_by.pdf,848_Chapter_11_Monthly_Operating_Report_for_Case_Number_25-11461_for_the_Month_Ending_10312025_Filed_by.pdf,21,-0.19522778689861298,-0.3497820198535919
Claires/849_Chapter_11_Monthly_Operating_Report_for_Case_Number_25-11462_for_the_Month_Ending_10312025_Filed_by.pdf,849_Chapter_11_Monthly_Operating_Report_for_Case_Number_25-11462_for_the_Month_Ending_10312025_Filed_by.pdf,21,-0.19556401669979095,-0.35181719064712524
Claires/84_Interim_Order_(I)_Approving_Notification_and_Hearing_Procedures_for_Certain_Transfers_of_and.pdf,84_Interim_Order_(I)_Approving_Notification_and_Hearing_Procedures_for_Certain_Transfers_of_and.pdf,41,-0.3104216456413269,-0.3159308433532715
Claires/850_Chapter_11_Monthly_Operating_Report_for_Case_Number_25-11463_for_the_Month_Ending_10312025_Filed_by.pdf,850_Chapter_11_Monthly_Operating_Report_for_Case_Number_25-11463_for_the_Month_Ending_10312025_Filed_by.pdf,21,-0.19123326241970062,-0.3494659662246704
Claires/851_Chapter_11_Monthly_Operating_Report_for_Case_Number_25-11464_for_the_Month_Ending_10312025_Filed_by.pdf,851_Chapter_11_Monthly_Operating_Report_for_Case_Number_25-11464_for_the_Month_Ending_10312025_Filed_by.pdf,21,-0.19257770478725433,-0.35239726305007935
Claires/852_Chapter_11_Monthly_Operating_Report_for_Case_Number_25-11465_for_the_Month_Ending_10312025_Filed_by.pdf,852_Chapter_11_Monthly_Operating_Report_for_Case_Number_25-11465_for_the_Month_Ending_10312025_Filed_by.pdf,21,-0.19709758460521698,-0.3457704484462738
Claires/853_Chapter_11_Monthly_Operating_Report_for_Case_Number_25-11466_for_the_Month_Ending_10312025_Filed_by.pdf,853_Chapter_11_Monthly_Operating_Report_for_Case_Number_25-11466_for_the_Month_Ending_10312025_Filed_by.pdf,21,-0.19874797761440277,-0.34447845816612244
Claires/854_Chapter_11_Monthly_Operating_Report_for_Case_Number_25-11467_for_the_Month_Ending_10312025_Filed_by.pdf,854_Chapter_11_Monthly_Operating_Report_for_Case_Number_25-11467_for_the_Month_Ending_10312025_Filed_by.pdf,21,-0.18711557984352112,-0.3254505693912506
Claires/855_Monthly_Application_for_Compensation_Second_Monthly_Fee_Application_of_Kirkland_&_Ellis_LLP_and.pdf,855_Monthly_Application_for_Compensation_Second_Monthly_Fee_Application_of_Kirkland_&_Ellis_LLP_and.pdf,216,-0.22574974596500397,-0.3013395369052887
Claires/856_Withdrawal_of_Claim_Notice_of_Withdrawal_of_Claim_No._158._Filed_by_Comdata_Inc.._(Mann_Kevin).pdf,856_Withdrawal_of_Claim_Notice_of_Withdrawal_of_Claim_No._158._Filed_by_Comdata_Inc.._(Mann_Kevin).pdf,1,-0.23998138308525085,-0.28877800703048706
Claires/857_Withdrawal_of_Claim_Notice_of_Withdrawal_of_Claim_No._159._Filed_by_Stored_Value_Solutions._(Mann.pdf,857_Withdrawal_of_Claim_Notice_of_Withdrawal_of_Claim_No._159._Filed_by_Stored_Value_Solutions._(Mann.pdf,1,-0.2450803816318512,-0.28235533833503723
Claires/858_Monthly_Application_for_Compensation_Second_Monthly_Application_for_Compensation_and_Reimbursement.pdf,858_Monthly_Application_for_Compensation_Second_Monthly_Application_for_Compensation_and_Reimbursement.pdf,31,-0.22923803329467773,-0.2701832056045532
Claires/859_Withdrawal_of_Claim_#121_filed_in_Case_25-11458_by_Bowie_Central_Appraisal_District_in_the_amount.pdf,859_Withdrawal_of_Claim_#121_filed_in_Case_25-11458_by_Bowie_Central_Appraisal_District_in_the_amount.pdf,1,-0.184896782040596,-0.1901858150959015
Claires/85_Interim_Order_(I)_Authorizing_the_Debtors_to_(I)_Authorizing_the_Debtors_to_(A)_Maintain_Insurance.pdf,85_Interim_Order_(I)_Authorizing_the_Debtors_to_(I)_Authorizing_the_Debtors_to_(A)_Maintain_Insurance.pdf,7,-0.29728320240974426,-0.3557779788970947
Claires/860_Withdrawal_of_Claim_#513_filed_in_Case_25-11458_by_Bowie_Central_Appraisal_District_in_the_amount.pdf,860_Withdrawal_of_Claim_#513_filed_in_Case_25-11458_by_Bowie_Central_Appraisal_District_in_the_amount.pdf,1,-0.19335754215717316,-0.18203377723693848
Claires/861_Withdrawal_of_Claim_#158_filed_in_Case_25-11458_by_Comdata_Inc._in_the_amount_of_$2_185.60._Filed.pdf,861_Withdrawal_of_Claim_#158_filed_in_Case_25-11458_by_Comdata_Inc._in_the_amount_of_$2_185.60._Filed.pdf,1,-0.3004865050315857,-0.25183144211769104
Claires/862_Withdrawal_of_Claim_#159_filed_in_Case_25-11458_by_Stored_Value_Solutions_a_division_of_Comdata.pdf,862_Withdrawal_of_Claim_#159_filed_in_Case_25-11458_by_Stored_Value_Solutions_a_division_of_Comdata.pdf,1,-0.3032510280609131,-0.24763545393943787
Claires/863_AffidavitDeclaration_of_Service_Third_Monthly_Application_of_Richards_Layton_&_Finger_P.A._for.pdf,863_AffidavitDeclaration_of_Service_Third_Monthly_Application_of_Richards_Layton_&_Finger_P.A._for.pdf,5,-0.3145008981227875,-0.276346355676651
Claires/864_AffidavitDeclaration_of_Service_First_Monthly_Fee_Statement_of_Katten_Muchin_Rosenman_LLP_as.pdf,864_AffidavitDeclaration_of_Service_First_Monthly_Fee_Statement_of_Katten_Muchin_Rosenman_LLP_as.pdf,11,-0.2591131925582886,-0.2568225860595703
